,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
224519,112778,Vctor Manuel Sojo Jimnez,Male,24.0,170.0,64.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
224539,112790,Aleksandr Sergeyevich Sokolov,Male,30.0,193.0,97.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
224571,112815,Yelena Aleksandrovna Sokolova (Kremnyova-),Female,26.0,170.0,61.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,Silver
224576,112817,Lyubov Vladimirovna Sokolova-Shashkova (-Kl),Female,26.0,190.0,74.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
224592,112823,Irina Borisovna Sokolovskaya,Female,25.0,186.0,72.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
224603,112830,Beata Sokoowska-Kulesza,Female,30.0,160.0,59.0,Poland,POL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
224629,112846,Vlado ola,Male,35.0,194.0,94.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
224706,112872,Sanna Charlotte Solberg,Female,26.0,178.0,70.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
224775,112904,Franck Robert Bernard Solforosi,Male,31.0,184.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
224779,112907,Nina Solheim,Female,29.0,170.0,70.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Silver
224815,112932,Odlanier Sols Fonte,Male,24.0,180.0,91.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Gold
224823,112937,Petrissa Solja,Female,22.0,168.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
224857,112953,Hope Amelia Solo (-Stevens),Female,27.0,175.0,69.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
224858,112953,Hope Amelia Solo (-Stevens),Female,30.0,175.0,69.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
224878,112966,Jarrin Solomon,Male,26.0,165.0,73.0,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
224970,113022,Joyce Sombroek,Female,21.0,179.0,64.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
224971,113022,Joyce Sombroek,Female,25.0,179.0,64.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
224986,113033,Mika Someya,Female,25.0,166.0,65.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
224987,113034,Pter Somfai,Male,36.0,188.0,85.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze
225017,113048,Ren Sommerfeldt,Male,27.0,175.0,68.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
225021,113048,Ren Sommerfeldt,Male,31.0,175.0,68.0,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
225075,113083,Son Seung-Mo,Male,24.0,182.0,79.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Singles,Silver
225076,113084,Son Tae-Jin,Male,20.0,176.0,68.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Gold
225131,113109,Song Dae-Nam,Male,33.0,178.0,85.0,South Korea,KOR,2012 Summer,2012,Summer,London,Judo,Judo Men's Middleweight,Gold
225143,113117,Song Hai-Rim,Female,23.0,167.0,67.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
225178,113136,Song Myeong-Seop,Male,20.0,177.0,68.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Featherweight,Bronze
225179,113137,Song Nina,Female,24.0,179.0,65.0,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold
225180,113138,Song Qingling,Female,22.0,174.0,69.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
225185,113141,Song Seog-U,Male,22.0,173.0,67.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
225192,113146,Song Seung-Jun,Male,28.0,183.0,105.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Gold
225249,113169,Rebecca Soni,Female,21.0,173.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Silver
225250,113169,Rebecca Soni,Female,21.0,173.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Gold
225251,113169,Rebecca Soni,Female,21.0,173.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
225252,113169,Rebecca Soni,Female,25.0,173.0,61.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,Silver
225253,113169,Rebecca Soni,Female,25.0,173.0,61.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Gold
225254,113169,Rebecca Soni,Female,25.0,173.0,61.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
225260,113175,Chanatip Sonkham,Female,21.0,166.0,49.0,Thailand,THA,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Flyweight,Bronze
225340,113220,Matteo Soragna,Male,28.0,197.0,93.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
225387,113243,Cdric Sorhaindo,Male,28.0,192.0,110.0,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
225388,113243,Cdric Sorhaindo,Male,32.0,192.0,110.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
225418,113264,Slobodan Soro,Male,29.0,196.0,100.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
225419,113264,Slobodan Soro,Male,33.0,196.0,100.0,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
225441,113276,Valeriya Mikhaylovna Sorokina,Female,28.0,170.0,56.0,Russia,RUS,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,Bronze
225445,113280,Soronzonboldyn Battsetseg,Female,22.0,170.0,67.0,Mongolia,MGL,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
225494,113302,Jos Ernesto Sosa,Male,23.0,179.0,73.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
225538,113326,Colleen Sostorics,Female,22.0,163.0,76.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
225539,113326,Colleen Sostorics,Female,26.0,163.0,76.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
225540,113326,Colleen Sostorics,Female,30.0,163.0,76.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
225555,113339,Kelly Jade Sotherton,Female,27.0,178.0,66.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,Bronze
225614,113376,Rafael Soto Andrade,Male,46.0,172.0,74.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
225622,113381,Lorenzo Sotomayor Collazo,Male,31.0,185.0,64.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Silver
225657,113389,Daniele Pasquale Sottile,Male,36.0,186.0,73.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
225707,113417,Gabriela Soukalov (-Koukalov),Female,24.0,170.0,62.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
225709,113417,Gabriela Soukalov (-Koukalov),Female,24.0,170.0,62.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
225722,113421,Jaroslav Soukup,Male,31.0,183.0,66.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
225723,113421,Jaroslav Soukup,Male,31.0,183.0,66.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
225785,113455,Hamid Mohammad Sourian Reihanpour,Male,26.0,167.0,64.0,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
225817,113471,"Ashleigh ""Ash"" Southern",Female,19.0,188.0,82.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
225842,113486,Douglas Correia de Souza,Male,20.0,199.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
225874,113499,Maurcio Luiz de Souza,Male,27.0,209.0,93.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
225898,113511,Dmitry Vladimirovich Sovolyov,Male,24.0,183.0,74.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
225903,113515,Daouda Demba Sow,Male,25.0,175.0,60.0,France,FRA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Silver
225969,113553,Kasper Sndergaard Sarup,Male,35.0,195.0,95.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
225977,113555,dne Sndrl,Male,30.0,180.0,88.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
226076,113612,Else-Marthe Srlie Lybekk,Female,29.0,177.0,76.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
226090,113621,Jaroslav paek,Male,32.0,184.0,90.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
226120,113645,Valeria Claudia Splty,Female,22.0,169.0,64.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
226165,113674,Ivana panovi,Female,26.0,176.0,65.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Bronze
226267,113720,Roscko Shane Specman,Male,27.0,174.0,81.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
226358,113763,Ashley Spencer,Female,23.0,178.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Bronze
226540,113850,Luka pik,Male,25.0,196.0,95.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Silver
226542,113850,Luka pik,Male,33.0,196.0,95.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Bronze
226558,113856,"John ""Johnny"" Spillane",Male,29.0,183.0,67.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Silver
226559,113856,"John ""Johnny"" Spillane",Male,29.0,183.0,67.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Silver
226560,113856,"John ""Johnny"" Spillane",Male,29.0,183.0,67.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Silver
226577,113868,Nikolay Nikolayevich Spinev,Male,30.0,191.0,89.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
226616,113892,Darya Sergeyevna Spiridonova,Female,18.0,156.0,45.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
226622,113893,Nicola Spirig Hug,Female,30.0,166.0,54.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,Gold
226623,113893,Nicola Spirig Hug,Female,34.0,166.0,54.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Silver
226670,113913,Sabine Spitz,Female,32.0,167.0,60.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze
226671,113913,Sabine Spitz,Female,36.0,167.0,60.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
226672,113913,Sabine Spitz,Female,40.0,167.0,60.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
226710,113927,Denis poljari,Male,24.0,194.0,96.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
226740,113937,Natalie Marie Spooner,Female,23.0,178.0,80.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
226755,113942,Rachael Pamela Sporn,Female,36.0,187.0,68.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
226760,113946,Barbora potkov,Female,27.0,182.0,80.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Gold
226761,113946,Barbora potkov,Female,31.0,182.0,80.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,Gold
226762,113946,Barbora potkov,Female,35.0,182.0,80.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Bronze
226794,113962,Goran prem,Male,25.0,183.0,85.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
226801,113965,Christian David Sprenger,Male,22.0,196.0,92.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
226802,113965,Christian David Sprenger,Male,26.0,196.0,92.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,Silver
226803,113965,Christian David Sprenger,Male,26.0,196.0,92.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
226807,113968,Nicholas Sprenger,Male,19.0,190.0,88.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
226820,113975,Justin Edward Spring,Male,24.0,170.0,64.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
226849,113991,Maria Springwald,Female,25.0,174.0,69.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
226850,113992,Annika Sprink,Female,20.0,173.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
226961,114059,Sukanya Srisurat,Female,21.0,155.0,58.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Gold
227010,114075,"Daniela Lucia ""Dani"" Sruoga",Female,24.0,171.0,64.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
227011,114076,"Mara Josefina ""Jose"" Sruoga",Female,21.0,171.0,60.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
227014,114078,rif rifov,Male,23.0,180.0,97.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
227015,114078,rif rifov,Male,27.0,180.0,97.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
227016,114079,Sabah riti,Male,27.0,192.0,130.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
227023,114084,Marianne St-Gelais,Female,19.0,163.0,62.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Silver
227024,114084,Marianne St-Gelais,Female,19.0,163.0,62.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
227028,114084,Marianne St-Gelais,Female,23.0,163.0,62.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
227029,114085,Kim St-Pierre,Female,23.0,175.0,71.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
227030,114085,Kim St-Pierre,Female,27.0,175.0,71.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
227031,114085,Kim St-Pierre,Female,31.0,175.0,71.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
227051,114099,Martin St. Louis,Male,38.0,176.0,84.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
227070,114108,Eric Craig Staal,Male,25.0,193.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
227111,114124,Amber Val Stachowski,Female,21.0,182.0,72.0,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
227136,114133,Kelli Allison Stack,Female,22.0,165.0,62.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
227137,114133,Kelli Allison Stack,Female,26.0,165.0,62.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
227203,114159,Andriy Volodymyrovych Stadnik,Male,26.0,171.0,66.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
227204,114160,Mariya Stadnik,Female,20.0,157.0,48.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
227205,114160,Mariya Stadnik,Female,24.0,157.0,48.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
227206,114160,Mariya Stadnik,Female,28.0,157.0,48.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
227217,114165,Jamie Alan Staff,Male,35.0,178.0,92.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,Gold
227250,114182,Linda Stahl,Female,26.0,176.0,79.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,Bronze
227272,114191,Gregor Sthli,Male,33.0,181.0,75.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Skeleton,Skeleton Men's Skeleton,Bronze
227273,114191,Gregor Sthli,Male,37.0,181.0,75.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Skeleton,Skeleton Men's Skeleton,Bronze
227317,114213,Lara Stalder,Female,19.0,166.0,60.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
227338,114217,Dawn Michelle Staley,Female,34.0,165.0,58.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold
227351,114223,"Thomas Alexander ""Tom"" Stallard",Male,29.0,193.0,90.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
227590,114347,Dragana Stankovi,Female,21.0,195.0,73.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
227602,114352,"Clayton Iona ""Clay"" Stanley",Male,30.0,205.0,105.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
227631,114367,Heather Mary Stanning,Female,27.0,181.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Gold
227632,114367,Heather Mary Stanning,Female,31.0,181.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Gold
227670,114387,Phoebe Stanz,Female,20.0,163.0,62.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
227672,114389,Charlotte Stapenhorst,Female,21.0,168.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
227899,114486,Paul Stastny,Male,24.0,183.0,93.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
228007,114531,Kevin Staut,Male,35.0,182.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
228051,114555,Ashley Steacy,Female,29.0,158.0,64.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
228082,114572,Mario Stecher,Male,24.0,177.0,62.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Bronze
228085,114572,Mario Stecher,Male,28.0,177.0,62.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Gold
228090,114572,Mario Stecher,Male,32.0,177.0,62.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Gold
